小米SU7 #小米su7 #小米汽车
小米su7的发布会圆满成功，这价格大出乎意料了，相信小米汽车一定会大卖 111477486314 美丽 河南
汉语是世界上最完美的语言，看似完美的美，通过表达能让你感觉很不舒服但也不能把讨厌表达出来，好美。 65960123670 大兵士珍 北京
小米颜值美翻天了，性能和配置都拉满满，还有很多贴心的小设计。非常喜欢，期待着上市大卖。 4292949316477550 栩角 广西
客观，你知道客观有多重要吗？点赞。 2933087987053564 skj空军 北京
m9太激进了 3311382569171844 习惯寂寞的安稳 陕西
这个后视镜用的是老头乐和三轮车的技术吗？整个调节[呲牙][呲牙][呲牙][呲牙]，真邪乎。 98231904107 可靠股市小能手 北京
众泰汽车听说过气了 3536499490170932 金哥看农牧 内蒙古
时代的精英，冲冲冲... 109143377982 推开门塔姆 浙江
那个反光镜撞一下会不会坏，其他车撞一下能折叠 926247959925028 居里大叔 湖南
看着真的空间很窄啊 62985133428 😁😃😄🙃🙄 广西
给你物理按键了你又说语音也能搞定[what] 3744576762 九方杂言 天津
小米的加入让电车市场卷的更厉害了，之前不看好，现在突然感觉小米不会输 4032325270 腰圍二尺八 河北
这款颜色太上镜了吧，真好看 4233550191399467 不吃鱼的加菲猫 内蒙古
这个轮毂和我的xrv轮毂一样[笑哭][笑哭][笑哭][笑哭]，一瞬间觉得不好看了 6000388723 无拘无束的东东电影 新疆
有点类似5毛钱特效 52418252951 默默的羔羊 江苏
震哥，威马汽车怎么样 5538291022 倔楞的耍耍 河北
小米很好 还是买m7 4408348299 不会带娃的超级奶爸 河南
💗疯狂比心 59921758905 宝哥201478825 广西
30万已经不错了。。就是车标有点。。。 1132414745 阿Sir 山西
真实续航多少？ 102746229773 利可共享不可独吞 江苏
[玫瑰] 5957334060 洒脱冰淇淋Ic 重庆
多少有点不开心 135933629045527 风间仁1593 山东
震哥评测必须相信，我不是米粉 看来没戏了 5953595181 wzyong 北京
电动汽车这东西，拼拼插插的容易。但将来要进化到AI时代，智驾功能的引进就不是那么容易了。 1380640704445582 CassandraCainV 山东
技术是重中之重，雷总说的很有道理[赞]小米汽车值得拥有大家的喜爱！ 111477486314 美丽 云南
起动按钮挺有仪式感 2071096702806663 无着 山东
智能语音有时没那么好用， 2554893988277867 hku1718 广西
隔音比较运动不好理解，没来过运动车悉尼。自动驾驶没华为激进是啥意思，没华为的只能化高？ 1904288414 无聊的逛逛的快乐生活 山东
震哥真实评测，对想买车的很有参考价值。 68201873534 程序员阿东大哥 中国香港
小米汽车很不错哦很不错哦这个颜色很漂亮啊[比心][比心][比心] 2088714877020893 乐观的鲸鱼 辽宁
隔音比较运动，比较奔放 108695258001 草原茂业只卖布病牛 陕西
五蓤标准的门把手在这成卖点了[赞] 145574646520557 Dsong 广东
我要买威马 109395886057 奋发钢笔oM 吉林
没站在中间[捂脸][捂脸]有点个人兴趣 8331617865 星辰大海hdw 福建
好久没看陈震讲车了。陈震就是以前的二环十三郎吧。好像听过这哥们讲的江淮瑞风s5，现在开的就是这车。感觉讲的挺好。有意思。 73451052816 忆往昔2050 北京
车内质感差了一点点 5947199040 Jack72474886 上海
车无完车。 感觉可以适合自己就买 111012450532 mc小小慧 黑龙江
颜值好高，我都想入手一辆了，真的喜欢上了 112563128903952 咖妹 四川
听他说完不想买了 55120500364 FenMengXinYu 北京
国产帕梅好样的[大笑] 6844356039 波涛汹涌不是涛 广东
这片尾是什么歌？ 4446233330 听听小小 重庆
我觉得震哥说的这几点真的很真实，尤其是那几个物理按键没利用好，还有就是车和家的互动还是存在点欠缺。震哥测评很实在！[赞] 3662837135 0o金灶沐o0 北京
只有性价比，没有让人焕然一新的亮点 1182702712927139 沅澧山珍 湖南
小米一定会火卖的雷总你是最棒的[赞] 93369644442 社會主义接班人 福建
这票子没给到位啊！看了一下介绍不打算买了 111124252817 baiyin010 北京
评测很客观 3492905503 好你个浩 河南
不错、真正的测评人 2933087987053564 skj空军 北京
方向盘多的那俩键对称，比单独一个不对称的都算是问题了[捂脸] 3220207699 ni是我一辈子的执着啊 河南
说的挺中肯 6976162780 咥喋不休 陕西
震哥入了吗[赞] 6073703732 天使宝宝770 辽宁
就觉得座椅好像还不错 其他so so 11815021605 魔鬼胡安AA 宁夏
点评比较实在 66955096437 胖子想瘦却瘦不下来 湖北
看了对su7的介绍，觉得还是很到位的，但从智能方面也是全方位，续航也没的说，是值得选购的。[赞] 55053096889 春曰融融 黑龙江
开车不让玩手机 81695384187 FREEMAN679 北京
无私评论模式[赞] 50221211989 小嘀嗒爸爸噢 浙江
我在家手机用的少，基本指令都是对着小爱音箱说的。比如开关个什么灯，问个天气，甚至时间。还有经常让音箱找我的手机。 51650716701 高压危险kiki 宁夏
陈振开车玩手机 109661886682 浙AD钙奶 浙江
有着长续航的新能源小米SU7，就是一大优点，而且价格还合理，支持小米[赞] 104799397790 夏夏 天津
小米汽车时尚好看真的很喜欢，续航数很惊喜，全生态设计！非常棒，加油！不断创新 4020276984556715 薇薇倾城 四川
发布会隆重举行，雷总发表了激情演讲，SU7价格已经公布，期待热消。[赞][赞] 2861386078884939 伤心椰子A 广东
小米SU7的内外饰配置顶级，充满了豪华感和现代科技感，超喜欢 2331422571370868 梦幻白云UOK 广东
小米SU7标准版定价21.59万元，小米SU7 Pro定价24.59万元，小米SU7 Max定价29.99万，小米汽车太优秀了 108157403762 瓜卜喜欢樱花 上海
小米汽车SU7外观漂亮，颜色好看性价比高，惊喜不断支持支持支持支持 3149450846934781 高贵可乐 广东
小米智能汽车的外观设计高端大气上档次，颜色也好看靓丽，支持小米 3028495482235251 小雨点点 广东
小米su7的颜值确实高，未来是智能化时代，期待小米汽车能引领国产汽车崛起 3362771104705643 两仪式 湖北
小米汽车高质量，高配置，价格合理，是一台不错的智能车。支持小米。 4160992260922396 栀忆 重庆
真的服了有些网友了，真的不懂你们为什么要喷苏7⃣️，一路走来不容易，你不买，他不买，难道让我买？[狗头][狗头] 110030686494 一叶一飘零 广东
小米通过不断拓展产品线，从智能手机到智能家居，再到新能源汽车，逐步构建起了一个多元化的智能生态系统 3469714242936606 夜半听风 内蒙古
转发了 2260231532842094 善良花猫wFg 
给震哥点赞，敢讲真话。一看就不是恰饭帖子[比心][比心][比心] 3666200885 大壮21059018 湖南
看了头条评论区的高赞评论想笑，就这。不如看下陈震在微博和哔站的回复，就不会被这里的人意淫给带偏了[大笑][大笑] 95962222749 可是谷氨酸 陕西
吹毛求疵的，是军儿没给你充钱吗 104689316686 海狗养殖厂厂长 云南
家里，办公室，小米的产品非常多。扫地机器人，自动洗手液，冰箱，电动工具等等，所以我也算忠实的小米用户。用过两台小米的手机，用过一台小米打印机。都是很快就淘汰了。质量真不敢恭维。小几千的东西，试错也就试了，无所谓。车嘛，还没到买辆试试那种程度。所以，还是再观望一下吧[捂脸] 50939249632 二黍翡翠 广东
真的是有点山寨，是设计和操作的确山寨。我觉得比mega还难看 1736819412834076 爱数码的JW 广西
一直感觉小米电子产品性能参数都虚标，实际使用体验与他吹嘘的明显不同，其他品牌性能标注的比他差几个档次，但实际比小米使用效果都好，就没人或机构查一下小米这个问题吗？ 58663663769 蚝爸爸 上海
之前觉得你挺好，小米这次把你咋了？这些功能手机能弄，可在一个平台通用了不好？ 1812068556 白色黑涩 河南
“不咋地” 50894626525 坚守160873197 浙江
看着一点也不大气，太小了 2792128108 马真礼1988 吉林
视频清晰度也太差了 4544852660 FunnymanLV 西藏
评价太主观了 3679583055 绿色的buff 广东
吃相难看，说的还不如威马 93296388579 善良At12345 浙江
Su7如果成功，真的是中国汽车行业的不幸，典型的劣币驱逐良币，无任何创新，无任何核心技术，唯一拿的出手居然是“保时捷外观”，小米作为一个已经成功了十几年的企业，没有做过任何敢为人先的事情没有任何自主创新，别人做什么我做什么，我的参数更好就行。一个产品至少需要一个属于自己的标签，宝马运动奥迪商务奔驰舒适蔚来换电理想奶爸小鹏电控操控年轻沃尔沃安全等等，小米的风格是什么？所有车企都有自己的家族式造型且都是原创，就算借鉴也只是某些地方，小米却直接抄，这种车能成功真不是中国汽车界的幸事。企业家不应该是这样的，得有一定的社会责任感。 5536816821 小6 湖南
很明显的感觉的小米没付钱，或者付的不够干脆 6051682796 撼树打笨笨 福建
这人情绪不对劲 1908381728387288 远望2023 陕西
屌丝手机配屌丝车，没毛病！ 97845836593 反恶低俗 湖北
说话真是收费感十足，隔音差说成比较奔放[吐血] 71747054192 白日幻想家0 湖北
本来以为是很中性客观的评价，直到看了您亢奋地吹捧问界的投影幕布[捂脸][捂脸][捂脸] 61463659851 大道至简 山东
你有钱，这你受得了吗[捂脸] 74895930015 阿庆探索生活 江苏
宗教品牌不能讲实话，哈哈哈哈 5929574406 心灵医者 江苏
就凭小米的宣传和洗脑 销量不会太差 5375761948 头顶红星大白兔 湖南
明显陈震是打心里不喜欢或者看不上这个车的。按他的调性，不一定是没给够钱。 4195551663 峥嶸一生888 北京
陈震你咋还不删帖 104900893282 欢快小猫mv 山西
 6861404925 世界五百强CEO 吉林
21万！！！贵，这配置它不值21！最基本的皮座椅都不舍得给，还是织物的！别说其他好点配置了！所以是来割米粉，顺带割个韭菜。 3913955561 LucKWong 广东
呵呵，这味不对啊？ 5841668041 巴蜀剑锋 四川
本来觉得你说车挺好，结果你这状态，看来也不能全信。 135933629045527 风间仁1593 山东
工业垃圾 58726932472 charles160854204 江苏
明显钱收少了，雷军是要收获一部分苹果手机用户，一部分苹果用户家里有小米电器，这样就能通过车子操控，请问苹果手机有小爱同学吗？难道买小米汽车得人手一部小米手机？瞎闹 716537503421550 老夫Li 四川
永远不买工业垃圾 3667621937982859 Sean0224 中国台湾
估计小米公关黑钱了 105316774942 散牛259 贵州
别忘了，这个车标，是雷军花200万找日本鬼子设计的。 3865488980 胜蓝先生 吉林
这完全就是走过场，而且是不得已，让人反感 2827538597946279 大地CG 四川
陈震实话实说，不想其他人拿了钱就无脑吹 5955154605 友稻理 辽宁
车评还得是要有公正的态度，个人主观带入太多，不管什么原因造成的吧，这视频做的太明显，给人感觉有点小流氓没收到保护费的感觉。 威马和小米差距咋就这么大？ 109601451163422 阿波次的额负 浙江
这个数据很牛逼吗？可笑 3880729059 一叶知秋99955 天津
为了私心，没有用心！我与闫闯一样，讨厌此人！ 110907337885 远山寒客 广东
一看就收钱了，还收了不少，别人可以媲美百万豪车，你就应该和百万豪车比 3350949220065559 用户4150738991738 广东
你敢瞎说，小心雷总找人干死你[捂脸][捂脸][捂脸] 96864957623 不吃辣的肖峰 湖北
你这么牛逼，这不好那不好，你怎么不去做一个汽车 3860762020 专注口腔医学继续教育 浙江
直观的感觉就是 莫名其妙的在找各种槽点 你说这里不好那里不好 好歹找个参照物 30万的车 你自己默认拿来和50+的各种车来比较 这就有点扯了 总之 你每说一次这你受得了么 我的回答是 我是受不了你了 磨磨唧唧的放大缺点 忽略优点 取关更好 3931794274 如燃 辽宁
